1789229231744	skip_lang	pt2ru	No. Saking and melee people.		0.00	3584.0	-28.9	-52.0	23.1	1789229230923	819	0	154112
1789229237769	asr	pt2ru	A que horas começa a prova?	Во сколько начинается экзамен?	📖 корпус · без озвучки	3488.0	-27.8	-50.9	23.1	1789229237514	239	14	258560
1789229253415	asr	pt2ru	Comer em excesso é ruim para a saúde. O inglês não é fácil pra mim. Ele é famoso como médico.	Чрезмерное питание вредно для здоровья. Мне трудно даётся английский. Он известен как врач.	словарь+MT (3/3) · без озвучки	15008.0	-27.7	-50.7	22.9	1789229252520	884	9	498688
1789229268958	asr	pt2ru	A cidade mudou consideravelmente durante esses dois últimos anos.	Город значительно изменился за последние годы 2.	MT · маска×1 · без озвучки	15008.0	-28.0	-50.6	22.7	1789229267517	1072	367	738816
1789229283303	asr	pt2ru	Que diabo você está fazendo? Todos os dias eles são inocentes. Tive que esperar mais de três horas.	Какого черта ты делаешь? Каждый день они невиновны. Мне пришлось ждать 3 больше часа.	словарь+MT (1/3) · маска×1 · без озвучки	13888.0	-27.8	-50.3	22.5	1789229281722	1426	152	966144
1789229298762	asr	pt2ru	Vocês têm aula sábada?	У вас занятия в субботу?	📖 выучено≈ · без озвучки	15008.0	-29.4	-49.8	20.4	1789229297923	836	1	1226752
1789229303844	asr	pt2ru	O velho falou comigo em francês.	Старик говорил со мной по-французски.	📖 корпус · без озвучки	5248.0	-25.9	-49.5	23.6	1789229303517	324	0	1315840
1789229308225	asr	pt2ru	Esperei por 10 minutos.	Я ждал 10 минут.	MT · маска×1 · без озвучки	3392.0	-26.0	-48.9	22.9	1789229307920	234	70	1387008
1789229310863	skip_short	pt2ru	Yeah.			1728.0	-33.7	-48.3	14.5	1789229310724	137	0	1432064
1789229313352	asr	pt2ru	Vai me matar.	Ты меня убьешь.	MT (2×) · без озвучки	2016.0	-25.7	-48.0	22.3	1789229313124	155	70	1469440
1789229319353	asr	pt2ru	De que vocês estão falando?	О чём ты говоришь?	📖 корпус · без озвучки	3616.0	-31.1	-47.1	16.0	1789229319116	235	1	1564160
1789229324303	silence	pt2ru				2368.0	-27.0	-46.1	19.1	1789229324120	182	0	1644544
1789229330226	asr	pt2ru	Faça assim, como ele diga.	Делай, как он говорит.	📖 выучено · без озвучки	3040.0	-28.7	-45.1	16.4	1789229329713	506	6	1735680
1789229333922	skip_short	pt2ru	Yeah.			1664.0	-35.0	-45.1	10.1	1789229331718	2203	0	1767424
1789229335373	asr	pt2ru	Você sabe onde moramos?	Ты знаешь, где мы живем?	📖 корпус · без озвучки	3104.0	-26.1	-44.9	18.8	1789229335112	255	1	1822208
1789229341691	silence	pt2ru				4672.0	-28.0	-44.8	16.8	1789229340114	1576	0	1902080
1789229347677	asr	pt2ru	A parte superior da mantainha está coberta de neve.	Верхняя часть шара покрыта снегом.	MT · без озвучки	4928.0	-28.5	-44.5	16.0	1789229346516	764	395	2002944
1789229349254	silence	pt2ru				1632.0	-27.5	-44.1	16.6	1789229349121	131	0	2045952
1789229353022	asr	pt2ru	Precisa do meu.	Тебе нужен мой.	MT · без озвучки	2880.0	-26.2	-43.6	17.3	1789229352729	235	57	2104320
1789229357362	asr	pt2ru	Eu quero que você use isso.	Я хочу, чтобы ты надел это.	📖 корпус · без озвучки	2464.0	-27.4	-43.0	15.7	1789229357118	241	1	2173952
1789229360339	silence	pt2ru				2656.0	-32.2	-43.0	10.8	1789229360119	219	0	2221568
1789229363959	asr	pt2ru	Eu sei o que fiz.	Я знаю, что я сделал.	📖 корпус · без озвучки	3328.0	-25.6	-42.6	17.1	1789229363721	234	1	2279936
1789229381023	asr	pt2ru	Eu não posso live. Eu não morro.	Я не могу жить. Я не умираю.	MT (2 фразы) · без озвучки	13632.0	-27.8	-41.8	13.9	1789229379930	904	187	2539520
1789229396194	asr	pt2ru	Não preciso da ajuda de vocês. Recebi sua carta.	Мне не нужна ваша помощь. Я получил твоё письмо.	словарь+MT (2/2) · без озвучки	15008.0	-27.0	-41.7	14.7	1789229394927	1262	3	2779648
1789229399615	skip_short	pt2ru	Yeah,			4000.0	-25.2	-41.7	16.5	1789229399321	291	0	2848768
1789229409171	asr	pt2ru	Que cabinho, seu culpa. Tuas mães estão limpas?	Ты такой козёл, твоя вина. Твои мамы чисты?	MT (2 фразы) · без озвучки	8512.0	-25.8	-41.7	15.8	1789229408126	617	427	2990080
1789229424159	asr	pt2ru	Seu relógio está certo. Não quero determinar. Não quero ter de deter.	Ваши часы идут верно? Я не хочу определять. Я не хочу останавливаться.	словарь+MT (2/3) · без озвучки	15008.0	-25.9	-41.5	15.6	1789229423122	969	65	3230208
1789229439119	asr	pt2ru	Não esqueça a passagem. Três cachorros quentes. Fui picado com...	Не забудь билет. 3 хот-доги. Меня ужалили...	словарь+MT (1/3) · маска×1 · без озвучки	15008.0	-26.4	-41.4	14.9	1789229438130	840	147	3470336
1789229445790	asr	pt2ru	Uma vez para vocês. Quanto custa a entrada?	Один раз для вас. Сколько стоит вход?	словарь+MT (1/2) · без озвучки	6784.0	-27.9	-41.7	13.8	1789229445317	414	57	3584000
1789229447012	skip_short	pt2ru	Yeah.			1280.0	-28.5	-41.5	13.0	1789229446915	95	0	3609600
1789229451588	asr	pt2ru	Não estou precisando de dinheiro.	Мне не нужны деньги.	📖 корпус · без озвучки	4160.0	-26.5	-41.7	15.2	1789229451323	263	0	3681280
1789229459177	asr	pt2ru	Os biscoitos.	Печенье.	MT · без озвучки	6976.0	-26.0	-41.3	15.4	1789229458715	406	54	3798016
1789229461982	asr	pt2ru	Ajude me, por favor.	Помогите мне, пожалуйста.	MT (2×) · без озвучки	2656.0	-25.3	-42.2	16.9	1789229461715	204	62	3845632
1789229464656	silence	pt2ru				1696.0	-32.2	-42.1	9.9	1789229464510	145	0	3890688
1789229469421	skip_short	pt2ru	A Julie.			4448.0	-25.8	-41.7	15.9	1789229469129	289	0	3966976
1789229473667	asr	pt2ru	Somos irmãos e irmãs.	Мы братья и сестры.	MT · без озвучки	3712.0	-24.5	-41.2	16.7	1789229473317	255	93	4031488
1789229479461	asr	pt2ru	Ela se sentou no fundo dele.	Она сидела на заднем плане.	MT · без озвучки	5312.0	-26.8	-41.4	14.6	1789229478915	469	76	4122112
1789229487779	asr	pt2ru	Perdi trinta sete.	Я потерял 37.	MT · маска×1 · без озвучки	6272.0	-26.8	-41.0	14.3	1789229487326	389	62	4257792
1789229503401	asr	pt2ru	Posso ver a televisão agora? Nós não conseguimos dormir por causa dos barulhos.	Можно мне посмотреть телевизор? Мы не можем спать из-за шума.	MT (2 фразы) · без озвучки	14560.0	-26.9	-40.8	14.0	1789229502323	932	144	4495872
1789229507816	asr	pt2ru	Eu estava falando com vocês.	Я с вами говорил.	📖 выучено · без озвучки	4800.0	-26.0	-40.4	14.4	1789229507522	291	1	4580352
1789229517960	asr	pt2ru	Te amo ela é minha namorada	Я люблю тебя, она моя девушка	MT · без озвучки	8800.0	-24.8	-41.5	16.7	1789229517132	558	268	4734976
1789229518869	asr	pt2ru	Muito bem.	Хорошо.	MT (2×) · без озвучки	1152.0	-25.0	-41.3	16.3	1789229518718	103	46	4758528
1789229525703	skip_short	pt2ru	Yeah.			2432.0	-22.2	-39.7	17.5	1789229525518	183	0	4867584
1789229530668	asr	pt2ru	Olha lá, aqui falar.	Эй, эй, эй, эй, эй.	MT · без озвучки	3328.0	-26.8	-41.3	14.5	1789229530327	243	96	4945408
1789229541687	asr	pt2ru	Você saberia disso. Ele está acompanhando aqui ela.	Ты бы знал. Он сопровождает ее.	MT (2 фразы) · без озвучки	3264.0	-24.4	-42.7	18.2	1789229541321	247	117	5120000
1789229545150	skip_lang	pt2ru	Это по обеда не стояло, которая.		0.00	3328.0	-25.6	-42.3	16.7	1789229544917	230	0	5178368
1789229551085	asr	pt2ru	Tudo ocorreu sem problemas.	Всё прошло как по маслу.	📖 корпус · без озвучки	1952.0	-27.6	-41.7	14.0	1789229550921	162	0	5274624
1789229555348	silence	pt2ru				3360.0	-28.4	-41.5	13.1	1789229555122	224	0	5342208
1789229557640	skip_lang	pt2ru	Se podría falar un poco.		0.33	1536.0	-24.2	-40.9	16.7	1789229557514	124	0	5378560
1789229604263	asr	pt2ru	Eu amo você.	Я тебя люблю.	📖 корпус · без озвучки	1664.0	-25.8	-41.3	15.5	1789229604127	133	1	6126592
1789229606258	skip_lang	pt2ru	Yes, things.		0.00	1696.0	-32.4	-41.5	9.1	1789229606121	135	0	6158848
1789229611821	asr	pt2ru	Aquele rádio não é maior do que uma caixa de fósforos.	Это радио не больше спичечной коробки.	📖 выучено · без озвучки	4576.0	-25.7	-41.4	15.8	1789229611523	296	0	6244864
1789229615675	asr	pt2ru	Eu sinto muito.	Я очень сожалею.	📖 корпус · без озвучки	2080.0	-28.3	-41.2	12.9	1789229615525	147	1	6308864
1789229620650	asr	pt2ru	A vida é curta.	Жизнь коротка.	📖 корпус · без озвучки	1888.0	-26.5	-42.9	16.4	1789229620516	132	1	6387200
1789229627458	asr	pt2ru	A ideia.	Идея.	MT · без озвучки	3712.0	-24.8	-42.1	17.3	1789229627122	293	40	6492672
1789229630889	asr	pt2ru	Ela gostou do novo vestido.	Ей понравилось новое платье.	📖 корпус · без озвучки	2432.0	-25.9	-42.0	16.0	1789229630714	173	1	6552576
1789229635873	asr	pt2ru	Essa é uma ideia brilhante.	Это блестящая идея.	📖 выучено · без озвучки	2080.0	-24.3	-41.3	17.0	1789229635720	149	1	6631936
1789229651281	asr	pt2ru	Eu não sei onde estão.	Я не знаю, где они.	📖 корпус · без озвучки	2144.0	-24.9	-40.7	15.7	1789229651112	167	1	6876160
1789229657484	asr	pt2ru	Não posso me descer em ti.	Я не могу спуститься на тебя.	MT · без озвучки	3424.0	-26.6	-40.9	14.3	1789229657122	260	100	6972416
1789229662137	asr	pt2ru	Ele usa óculos.	Он носит очки.	📖 корпус · без озвучки	3040.0	-26.3	-41.6	15.3	1789229661923	211	1	7050240
1789229665953	asr	pt2ru	Meu tio é rico.	Мой дядя богат.	📖 корпус · без озвучки	3392.0	-26.9	-41.3	14.4	1789229665721	230	0	7110144
1789229672014	silence	pt2ru				4544.0	-30.1	-41.0	10.9	1789229671719	294	0	7206400
1789229674705	skip_short	pt2ru	This is.			2400.0	-31.1	-41.0	9.9	1789229674523	179	0	7250944
1789229676673	skip_short	pt2ru	This.			1792.0	-29.7	-41.0	11.3	1789229676524	147	0	7284736
1789229680144	skip_lang	pt2ru	And steel.		0.00	3104.0	-27.8	-41.0	13.2	1789229679927	215	0	7339520
1789229684746	skip_short	pt2ru	Yes.			3264.0	-30.1	-40.6	10.5	1789229684520	223	0	7411200
1789229688965	skip_short	pt2ru	It was.			3392.0	-34.6	-40.4	5.9	1789229688727	237	0	7479808
