1789217396371	silence	pt2ru				2018.0	-32.5	-51.7	19.2	1789217395595	774	0
1789217404364	asr	pt2ru	Sei quem é meu inimigo.	Я знаю, кто мой враг.	📖 корпус · без озвучки	2978.0	-22.7	-45.1	22.4	1789217402996	1358	8
1789217407769	asr	pt2ru	horas começa a prova.	Часы начинают тест.	MT · без озвучки	1666.0	-20.5	-44.0	23.4	1789217407195	240	332
1789217413761	asr	pt2ru	Comer em excesso é ruim para a saúde.	Чрезмерное питание вредно для здоровья.	📖 корпус · без озвучки	4802.0	-23.2	-43.2	20.0	1789217413194	561	4
1789217424192	asr	pt2ru	O inglês não é fácil pra mim. Ele é famoso como médico.	Мне трудно даётся английский. Он известен как врач.	словарь+MT (2/2) · без озвучки	9250.0	-24.7	-42.6	17.9	1789217423399	788	3
1789217425872	silence	pt2ru				610.0	-35.0	-41.5	6.4	1789217425801	70	0
1789217432756	asr	pt2ru	A cidade mudou consideravelmente durante esses dois últimos anos.	Город значительно изменился за последние годы 2.	MT · маска×1 · без озвучки	5346.0	-21.2	-40.2	19.0	1789217432006	353	395
1789217442111	asr	pt2ru	O quarto é vasto e claro. Quem diabos você está fazendo?	Комната большая и светлая. Какого черта ты делаешь?	словарь+MT (1/2) · без озвучки	7298.0	-24.7	-38.9	14.2	1789217441397	637	75
1789217454054	asr	pt2ru	Todos dizem que são inocentes. Tive que esperar mais de três horas.	Все говорят, что они невиновны. Мне пришлось ждать 3 больше часа.	словарь+MT (1/2) · маска×1 · без озвучки	8514.0	-23.0	-38.4	15.4	1789217452999	805	249
1789217458009	asr	pt2ru	Vocês têm aula sábado?	У вас занятия в субботу?	📖 выучено · без озвучки	2498.0	-22.5	-38.0	15.6	1789217457810	196	0
1789217463954	asr	pt2ru	O que você está falando?	О чем ты говоришь?	MT · без озвучки	3042.0	-24.3	-35.1	10.8	1789217463602	240	110
1789217469291	asr	pt2ru	O francês é a língua materna dela.	Французский — её родной язык.	📖 корпус · без озвучки	3778.0	-20.9	-35.1	14.3	1789217469004	286	0
1789217480693	asr	pt2ru	O velho falou comigo em francês. Esperi por 10 minutos.	Старик говорил со мной по-французски. Я просмотрел 10 минут.	словарь+MT (1/2) · маска×1 · без озвучки	8962.0	-23.1	-35.1	11.9	1789217479812	676	203
1789217486633	asr	pt2ru	Ela vai me matar.	Она меня убьет.	📖 корпус · без озвучки	5218.0	-25.6	-35.2	9.6	1789217486202	429	1
1789217497192	asr	pt2ru	De que vocês estão falando? Nunca é demasiado tarde para se aprender.	О чём ты говоришь? Учиться никогда не поздно.	словарь+MT (2/2) · без озвучки	9250.0	-24.8	-34.9	10.1	1789217496610	576	4
1789217506722	asr	pt2ru	Faça assim como lhe digo. Você sabe aonde moramos?	Сделай так, как я тебе сказал. Ты знаешь, где мы живем?	словарь+MT (1/2) · без озвучки	7362.0	-23.7	-34.9	11.1	1789217506006	438	276
1789217511633	asr	pt2ru	Eu não te conheço.	Я тебя не знаю.	📖 корпус · без озвучки	3202.0	-24.3	-35.4	11.1	1789217511405	225	2
1789217524330	asr	pt2ru	A parte superior da montanha está coberta de neve. Preciso ir dormir.	Верхняя часть горы покрыта снегом. Мне пора идти спать.	словарь+MT (2/2) · без озвучки	9186.0	-23.4	-35.5	12.1	1789217523806	519	3
1789217534838	asr	pt2ru	Eu quero que você use isso. Eu sei o que fiz.	Я хочу, чтобы ты надел это. Я знаю, что я сделал.	словарь+MT (2/2) · без озвучки	7554.0	-22.7	-35.4	12.7	1789217534409	426	1
1789217536682	skip_short	pt2ru	Yeah.			706.0	-30.2	-34.1	3.9	1789217536611	69	0
1789217540591	asr	pt2ru	Eu não posso levantar.	Я не могу встать.	📖 корпус · без озвучки	2370.0	-22.4	-33.1	10.7	1789217540407	182	1
1789217545685	asr	pt2ru	Eu não moro com o tom.	Я не живу с Томом.	MT (2×) · без озвучки	1634.0	-21.9	-33.1	11.2	1789217545406	164	113
1789217548496	skip_short	pt2ru	We're doing it.			898.0	-33.8	-34.0	0.2	1789217548402	92	0
1789217551168	asr	pt2ru	Não preciso da tua ajuda.	Мне не нужна твоя помощь.	📖 корпус · без озвучки	2082.0	-21.2	-33.3	12.1	1789217551008	157	1
1789217553479	skip_lang	pt2ru	You know?		0.00	546.0	-33.5	-33.6	0.1	1789217553410	66	0
1789217556979	asr	pt2ru	Preciso da ajuda de vocês.	Мне нужна ваша помощь.	📖 выучено · без озвучки	2306.0	-19.7	-32.2	12.5	1789217556809	168	1
1789217563019	asr	pt2ru	Recebi sua carta ontem.	Я получил ваше письмо вчера.	📖 корпус · без озвучки	2786.0	-21.7	-32.5	10.8	1789217562805	212	0
1789217569035	asr	pt2ru	Recebi tua carta ontem.	Я получил твоё письмо вчера.	📖 корпус · без озвучки	3234.0	-22.5	-32.5	10.1	1789217568804	228	1
1789217589945	asr	pt2ru	Ou você ocupa. Tuas mães estão limpas? Seu relógio está certo. Não quero detê-lo.	Или ты займешь его. Твои мамы чисты? Ваши часы идут верно? Я не буду останавливать вас.	словарь+MT (2/4) · без озвучки	16886.0	-24.4	-31.4	7.0	1789217588704	1059	181
1789217596922	asr	pt2ru	Não quero ter de deter.	Я не хочу останавливаться.	выучено (3×) · без озвучки	5378.0	-25.7	-32.6	6.9	1789217596311	459	149
1789217602605	asr	pt2ru	Não esqueças a passagem.	Не забудь билет.	📖 корпус · без озвучки	4578.0	-21.9	-32.3	10.3	1789217602302	301	0
1789217606116	asr	pt2ru	O Tom comeu três cachorros quentes.	Том съел хот-доги. 3	📖 выучено · маска×1 · без озвучки	2754.0	-21.4	-32.1	10.7	1789217605909	202	3
1789217611278	asr	pt2ru	por uma vespa.	За осу.	MT · без озвучки	1506.0	-21.4	-31.3	9.9	1789217611103	116	58
1789217616233	asr	pt2ru	Entrada.	Вход.	MT · без озвучки	866.0	-21.2	-31.8	10.6	1789217616105	86	41
