1789221618633	asr	ru2pt	В прошлом году он провел три месяца в море.	No ano passado, ele passou um mês 3 no mar.	MT · маска×1 · без озвучки	4832.0	-34.1	-53.1	19.0	1789221617147	1321	162
1789221622250	asr	ru2pt	Он покинул комнату, не сказав ни слова.	Ele saiu do quarto sem dizer uma palavra.	📖 корпус · без озвучки	3520.0	-31.4	-50.8	19.4	1789221621950	277	21
1789221627765	skip_short	ru2pt	Cacum.			2624.0	-24.0	-48.0	24.0	1789221627546	209	0
1789221633174	asr	ru2pt	Она несла своего ребенка на руках.	Ela trazia o filho nos braços.	📖 корпус · без озвучки	2336.0	-28.2	-45.5	17.3	1789221632947	206	19
1789221634028	silence	ru2pt				736.0	-35.2	-45.5	10.3	1789221633947	79	0
1789221637930	asr	ru2pt	Ты говоришь по-французски?	Falas francês?	📖 корпус · без озвучки	1440.0	-28.8	-44.0	15.2	1789221637749	163	16
1789221645059	asr	ru2pt	Почему девушки любят огурцы?	Por que as meninas gostam de pepinos?	MT · без озвучки	2080.0	-32.7	-42.8	10.1	1789221644151	451	456
1789221650155	asr	ru2pt	По существу я согласен с вашим мнением.	Basicamente, eu concordo com a sua opinião.	📖 корпус · без озвучки	2080.0	-26.0	-42.8	16.8	1789221649950	187	16
1789221656425	asr	ru2pt	Всем и несем ответственность перед законом.	Todos temos responsabilidade perante a lei.	MT (2×) · без озвучки	2336.0	-27.7	-42.4	14.6	1789221655942	304	177
1789221666662	asr	ru2pt	Они не смогут тебя остановить.	Eles não te podem impedir.	выучено (3×) · без озвучки	2048.0	-30.8	-41.5	10.7	1789221666345	200	115
1789221671506	asr	ru2pt	Вам нравится белое вино?	Vocês gostam de vinho branco?	📖 корпус · без озвучки	1632.0	-25.6	-41.9	16.3	1789221671351	139	14
1789221676278	asr	ru2pt	Что ты хочешь делать?	O que você quer fazer?	📖 корпус · без озвучки	1216.0	-28.8	-42.6	13.9	1789221676148	113	15
1789221681525	asr	ru2pt	Ты слишком много думаешь.	Você pensa demais.	📖 корпус · без озвучки	1728.0	-28.7	-43.1	14.3	1789221681351	157	15
1789221687827	asr	ru2pt	Символ амперсант ставится вместо И.	O símbolo do emperramento é colocado em vez de I.	выучено (3×) · без озвучки	2880.0	-26.7	-43.4	16.7	1789221687346	240	239
1789221692148	asr	ru2pt	это девочка	É uma menina.	MT · без озвучки	992.0	-28.6	-43.4	14.8	1789221691947	108	91
1789221693375	asr	ru2pt	Это Кейко.	É a Keiko.	выучено (3×) · без озвучки	992.0	-30.2	-43.4	13.2	1789221693152	110	111
1789221706706	asr	ru2pt	Снова ты шоколад ешь. Сильно же ты его любишь. Люблю. А кого ты любишь больше, шоколад или меня? Само собой шоколад.	Estás comendo chocolate outra vez. Tu amas-o muito. Adoro-te. Quem você mais gosta, chocolate ou eu? Chocolate, claro.	MT (5 фразы) · pt-BR · без озвучки	7712.0	-28.7	-42.4	13.7	1789221704747	1078	879
1789221706985	asr	ru2pt	поменяла	Mudei	MT · без озвучки	1728.0	-37.4	-42.4	5.1	1789221706749	148	86
1789221710125	asr	ru2pt	Во вселенной есть много галактик.	Há muitas galáxias no Universo.	📖 корпус · без озвучки	1824.0	-30.1	-42.1	12.0	1789221709952	156	15
1789221715648	asr	ru2pt	Майка есть несколько друзей во Флориде.	Mike tem alguns amigos na Flórida.	MT · без озвучки	1824.0	-28.6	-42.5	13.8	1789221715351	172	123
1789221720068	asr	ru2pt	Я не понимаю.	Não entendo.	📖 корпус · без озвучки	960.0	-27.1	-42.7	15.6	1789221719950	92	23
1789221726302	asr	ru2pt	нравятся музыка и английский язык.	Gosto de música e inglês.	MT · без озвучки	2176.0	-30.2	-42.0	11.8	1789221725955	240	105
1789221732598	asr	ru2pt	Стиральная машина замечательное изобретение.	A máquina de lavar roupa é uma invenção maravilhosa.	MT (2×) · без озвучки	2784.0	-27.4	-41.9	14.5	1789221732147	301	149
1789221737687	asr	ru2pt	Я пробуду здесь недолго.	Ficarei aqui por um breve período de tempo.	📖 корпус · без озвучки	1536.0	-29.6	-42.6	12.9	1789221737544	127	15
1789221744151	asr	ru2pt	Так вести себя, это на него очень похоже.	É assim que ele age.	MT (2×) · без озвучки	2624.0	-28.4	-43.2	14.8	1789221743754	245	151
1789221749206	asr	ru2pt	мне фотоаппарат	Me dê uma câmera	MT · без озвучки	1312.0	-33.0	-43.1	10.1	1789221748951	162	92
1789221754302	asr	ru2pt	Собака гналась за кошкой.	O cachorro correu atrás do gato.	📖 корпус · без озвучки	1664.0	-28.0	-43.5	15.4	1789221754148	138	14
1789221764060	asr	ru2pt	Матчи отменили из-за дождя.	Os jogos foram cancelados por causa da chuva.	MT · без озвучки	3744.0	-30.3	-43.5	13.2	1789221760549	1967	1542
1789221765819	asr	ru2pt	Называется это улице.	Chama-se Rua.	MT · без озвучки	1216.0	-27.7	-41.7	14.0	1789221764736	905	177
1789221770149	asr	ru2pt	Вы говорите по-японски.	Você fala japonês?	📖 корпус · без озвучки	1344.0	-29.2	-42.5	13.3	1789221769536	588	23
1789221774751	asr	ru2pt	Я не знаю, что это.	Não sei o que é isso.	📖 корпус · без озвучки	1152.0	-27.2	-43.0	15.8	1789221774139	587	22
1789221781114	asr	ru2pt	Ад и рай существуют лишь в сердцах людей.	O céu e o inferno existem apenas no coração dos homens.	выучено (3×) · без озвучки	2592.0	-28.0	-42.9	15.0	1789221780346	357	408
1789221799374	asr	ru2pt	Я чуть не оставил зонтик в поезде.	Eu quase deixei meu guarda-chuva no trem.	📖 корпус · без озвучки	1760.0	-27.5	-41.8	14.3	1789221799148	202	22
1789221804636	asr	ru2pt	Здесь очень опасно ходить ночью.	É muito perigoso andar aqui à noite.	выучено (3×) · без озвучки	1600.0	-27.9	-42.0	14.1	1789221804355	151	128
1789221810368	asr	ru2pt	На твоем месте я бы сразу пошел домой.	Se eu fosse você, ia já para casa.	📖 корпус · без озвучки	2112.0	-27.9	-42.2	14.2	1789221810148	201	16
