1789218375848	silence	ru2pt				1378.0	-26.4	-61.5	35.1	1789218374745	1101	0
1789218381550	asr	ru2pt	В этом году он провел три месяца в море.	Este ano, ele passou 3 meses no mar.	MT · маска×1 · без озвучки	2530.0	-33.0	-52.8	19.8	1789218380946	205	397
1789218387772	asr	ru2pt	Он покинул комнату, не сказав ни слова.	Ele saiu do quarto sem dizer uma palavra.	📖 корпус · без озвучки	3202.0	-31.2	-47.7	16.4	1789218387346	403	21
1789218391637	asr	ru2pt	Я спал, как уби.	Dormi como um abate.	MT · без озвучки	1602.0	-25.4	-44.9	19.6	1789218391343	130	162
1789218398017	asr	ru2pt	своего ребенка на руках.	Nos braços do seu filho.	MT · без озвучки	2114.0	-27.4	-43.3	15.9	1789218397744	185	86
1789218402950	asr	ru2pt	Ты говоришь по-французски?	Falas francês?	📖 корпус · без озвучки	1762.0	-27.6	-43.1	15.5	1789218402754	172	22
1789218410334	asr	ru2pt	Вот почему девушки любят огурцы.	É por isso que as meninas gostam de pepinos.	MT (2×) · без озвучки	3490.0	-32.0	-43.4	11.4	1789218409945	270	117
1789218415212	asr	ru2pt	По существу я согласен с вашим мнением.	Basicamente, eu concordo com a sua opinião.	📖 корпус · без озвучки	3362.0	-25.4	-42.8	17.4	1789218414950	241	20
1789218421463	asr	ru2pt	Всем мы не всем ответственность перед законом.	Nem todos temos responsabilidade perante a lei.	MT · без озвучки	2722.0	-26.3	-42.2	15.9	1789218421141	210	110
1789218425663	asr	ru2pt	здесь	Aqui?	📖 корпус · без озвучки	898.0	-31.6	-38.1	6.4	1789218425544	98	19
1789218431617	asr	ru2pt	Они не смогут тебя остановить.	Eles não te podem impedir.	MT (2×) · без озвучки	2178.0	-29.5	-39.3	9.8	1789218431344	187	85
1789218436531	asr	ru2pt	белое вино	Vinho branco	MT · без озвучки	1250.0	-28.0	-39.2	11.2	1789218436353	118	58
1789218441295	asr	ru2pt	Что ты хочешь делать?	O que você quer fazer?	📖 корпус · без озвучки	1410.0	-25.6	-39.7	14.0	1789218441146	125	21
1789218446185	asr	ru2pt	Ты слишком думаешь.	Pensas demais.	MT · без озвучки	1570.0	-27.0	-40.5	13.5	1789218445951	155	78
1789218452706	asr	ru2pt	Символ Амперсант ставится вместо И.	O símbolo de Império é colocado em vez de I.	MT (2×) · без озвучки	3138.0	-26.0	-40.8	14.8	1789218452347	237	121
1789218459786	asr	ru2pt	Что это девочка? Это Кейко.	O que é isso, uma menina? É a Keiko.	MT (2 фразы) · без озвучки	3618.0	-29.3	-41.0	11.7	1789218459347	271	167
