1789215888829	asr	pt2ru	Sei quem é meu inimigo. A que horas começa a prova?	Я знаю, кто мой враг. Во сколько начинается экзамен?	словарь+MT (2/2) · без озвучки	4226.0	-23.1	-42.0	18.9	1789215887887	930	10
1789215902568	asr	pt2ru	Em excesso é ruim para a saúde. O inglês não é fácil para mim.	Слишком много вредно для здоровья. Мне трудно даётся английский.	словарь+MT (1/2) · без озвучки	4258.0	-22.0	-40.8	18.8	1789215901891	290	384
1789215918962	asr	pt2ru	Ele é famoso como médico. A cidade mudou consideravelmente durante esses dois últimos anos.	Он известен как врач. Город значительно изменился за последние годы 2.	словарь+MT (1/2) · маска×1 · без озвучки	6466.0	-22.1	-40.0	17.9	1789215918292	535	134
1789215932683	asr	pt2ru	É vasto e claro. Quem diabos está fazendo?	Она обширна и ясна. Кто это, черт возьми?	MT (2 фразы) · без озвучки	3458.0	-23.7	-39.8	16.1	1789215932292	250	139
1789215947323	asr	pt2ru	Dizem que são inocentes. Tive que esperar mais de três horas.	Они говорят, что невиновны. Мне пришлось ждать 3 больше часа.	MT (2 фразы) · маска×1 · без озвучки	4162.0	-21.6	-40.0	18.4	1789215946885	281	155
1789215960134	asr	pt2ru	Vocês têm aula sábado? De que você está falando?	У вас занятия в субботу? О чём ты говоришь?	словарь+MT (2/2) · без озвучки	3362.0	-22.5	-32.5	10.0	1789215959886	243	2
1789215976435	asr	pt2ru	O francês é a língua materna dela. O velho falou comigo em francês.	Французский — её родной язык. Старик говорил со мной по-французски.	словарь+MT (2/2) · без озвучки	5282.0	-22.4	-37.9	15.5	1789215976093	339	1
1789215989869	asr	pt2ru	Esperi por 1 minutos. Ela vai me matar.	Я просмотрел 1 минут. Она меня убьет.	словарь+MT (1/2) · маска×1 · без озвучки	3746.0	-22.6	-39.4	16.8	1789215989494	257	117
1789216005140	asr	pt2ru	Porque vocês estão falando, nunca é demasiado tarde para se aprender.	Потому что вы говорите, никогда не поздно учиться.	MT · без озвучки	4706.0	-24.9	-40.7	15.8	1789216004695	349	95
1789216018955	asr	pt2ru	Faça assim como lhe digo. Você sabe onde moramos?	Сделай так, как я тебе сказал. Ты знаешь, где мы живем?	словарь+MT (2/2) · без озвучки	3778.0	-22.7	-40.5	17.8	1789216018692	258	3
1789216036047	asr	pt2ru	A parte superior da montanha está coberta de neve.	Верхняя часть горы покрыта снегом.	📖 корпус · без озвучки	4898.0	-23.9	-40.0	16.1	1789216035690	354	2
1789216049335	asr	pt2ru	Preciso dormir. Eu quero que você use isso.	Мне нужно поспать. Я хочу, чтобы ты надел это.	словарь+MT (2/2) · без озвучки	3714.0	-23.1	-42.3	19.1	1789216049086	246	1
1789216061615	asr	pt2ru	Eu sei o que fiz.	Я знаю, что я сделал.	📖 корпус · без озвучки	1538.0	-20.3	-42.9	22.5	1789216061491	121	1
1789216064612	silence	pt2ru				1570.0	-23.1	-40.8	17.8	1789216064494	116	0
